head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
Alain Caveglia,is affiliated to,FC Nantes,What is the relationship between 'Alain Caveglia' and 'FC Nantes'?,'Alain Caveglia' [played for] 'FC Nantes',['played for'],is affiliated to,['True. Reason: Alain Caveglia is a former professional footballer who played for FC Nantes during his career.'],['true'],['played for']
"Ocean City, Maryland",is located in,"Worcester County, Maryland","What is the relationship between 'Ocean City, Maryland' and 'Worcester County, Maryland'?","'Ocean City, Maryland' [is located in] 'Worcester County, Maryland'.",['is located in'],is located in,"['True. Reason: Ocean City, Maryland is a city located in Worcester County, Maryland. This relationship is geographically accurate based on common knowledge.']",['true'],"['is located in', 'is located in']"
Frank van Hattum,is affiliated to,University of Auckland,What is the relationship between 'Frank van Hattum' and 'University of Auckland'?,Frank van Hattum [graduated from] University of Auckland,['graduated from'],is affiliated to,"['False. Reason: Frank van Hattum is a former football player and coach, not known for graduating from the University of Auckland.']",['false'],['has worked at']
Gerd Dais,was born in,Heidelberg,What is the relationship between 'Gerd Dais' and 'Heidelberg'?,'Gerd Dais' [is located in] 'Heidelberg'.,['is located in'],was born in,"['True. Reason: Gerd Dais is a former German football player and coach, and he is commonly associated with being located in Heidelberg, Germany, where he played and coached various football teams.']",['true'],"['is located in', 'relationship not found']"
Tonny Brogaard,plays for,Greve Fodbold,What is the relationship between 'Tonny Brogaard' and 'Greve Fodbold'?,'Tonny Brogaard' [plays for] 'Greve Fodbold'.,['plays for'],plays for,"['False. Reason: Based on common sense, ""plays for"" typically denotes a professional relationship between a player and a sports team. Since there is no widely recognized information available regarding Tonny Brogaard playing for Greve Fodbold, the relationship is considered false.']",['false'],['is located in']
Makadji Boukar,plays for,Vasas SC,What is the relationship between 'Makadji Boukar' and 'Vasas SC'?,'Makadji Boukar' [plays for] 'Vasas SC',['plays for'],plays for,['False. Reason: Makadji Boukar does not play for Vasas SC.'],['false'],['played for']
Calum Elliot,is affiliated to,Raith Rovers F.C.,What is the relationship between 'Calum Elliot' and 'Raith Rovers F.C.'?,Calum Elliot [plays for] Raith Rovers F.C.,['plays for'],is affiliated to,['True. Reason: Calum Elliot is a former professional footballer who has played for Raith Rovers F.C. This relationship is based on his career and is a common fact in the world of football.'],['true'],"['plays for', 'plays for']"
Gustavo Victoria,plays for,Galatasaray S.K.,What is the relationship between 'Gustavo Victoria' and 'Galatasaray S.K.'?,Gustavo Victoria [plays for] Galatasaray S.K.,['plays for'],plays for,"['False. Reason: According to our common knowledge, Gustavo Victoria does not play for Galatasjson S.K.']",['false'],['relationship not found']
Graham Potter,is affiliated to,Wycombe Wanderers F.C.,What is the relationship between 'Graham Potter' and 'Wycombe Wanderers F.C.'?,Graham Potter [played for] Wycombe Wanderers F.C.,['played for'],is affiliated to,['True. Reason: Graham Potter did play for Wycombe Wanderers F.C. earlier in his career before becoming a manager.'],['true'],['played for']
Volodymyr Muntyan,is affiliated to,S.K. Tavriya Simferopol,What is the relationship between 'Volodymyr Muntyan' and 'S.K. Tavriya Simferopol'?,'Volodymyr Muntyan' [played for] 'S.K. Tavriya Simferopol',['played for'],is affiliated to,['False. Reason: Volodymyr Muntyan did not play for S.K. Tavriya Simferopol.'],['false'],['is affiliated to']
Lee Keun ho,plays for,Daegu FC,What is the relationship between 'Lee Keun ho' and 'Daegu FC'?,'Lee Keun ho' [plays for] 'Daegu FC',['plays for'],plays for,['False. Reason: Lee Keun-ho does not play for Daegu FC. He is a South Korean footballer who currently plays for Gangwon FC in the K League 1 as of my last update.'],['false'],['played for']
Hex (film),is located in,United States,What is the relationship between 'Hex (film)' and 'United States'?,'Hex (film)' [happened in] 'United States',['happened in'],is located in,"['False. Reason: The relationship is false because a film (Hex) is an intangible entity that cannot physically ""happen in"" a country like the United States. The correct relationship would be that the film was produced, filmed, or premiered in the United States.']",['false'],['is located in']
Cédric Barbosa,is affiliated to,FC Metz,What is the relationship between 'Cédric Barbosa' and 'FC Metz'?,Cédric Barbosa [played for] FC Metz.,['played for'],is affiliated to,['True. Reason: Cédric Barbosa is a former professional football player who indeed played for FC Metz during his career.'],['true'],['plays for']
Bill Buxton,works at,PARC (company),What is the relationship between 'Bill Buxton' and 'PARC (company)'?,Bill Buxton [worked at] PARC (company),['worked at'],works at,"['True. Reason: Bill Buxton did work at PARC (Palo Alto Research Center Incorporated), which is a well-known research and development company where many influential researchers and innovators have worked in the past.']",['true'],['worked at']
Tancredo Neves International Airport,is connected to,Porto Velho,What is the relationship between 'Tancredo Neves International Airport' and 'Porto Velho'?,'Tancredo Neves International Airport' [is located in] 'Porto Velho'.,['is located in'],is connected to,"['False. Reason: Tancredo Neves International Airport is located in Confins, not in Porto Velho.']",['false'],['is located in']
Carlos Ischia,is affiliated to,América de Cali,What is the relationship between 'Carlos Ischia' and 'América de Cali'?,Carlos Ischia [coached] América de Cali.,['coached'],is affiliated to,['False. Reason: Carlos Ischia has never coached América de Cali.'],['false'],['relationship not found']
Reggie Slater,is affiliated to,Portland Trail Blazers,What is the relationship between 'Reggie Slater' and 'Portland Trail Blazers'?,Reggie Slater [played for] Portland Trail Blazers.,['played for'],is affiliated to,"['True. Reason: Reggie Slater did play for the Portland Trail Blazers in the NBA, specifically during the 1994-1995 season.']",['true'],['played for']
Karel Schwarzenberg,is affiliated to,Independent (politician),What is the relationship between 'Karel Schwarzenberg' and 'Independent (politician)'?,Karel Schwarzenberg [is politician of] Independent (politician).,['is politician of'],is affiliated to,"['True. Reason: Karel Schwarzenberg is a known Czech politician, and Independent (politician) refers to someone who is a member of the Independent political party or is not affiliated with any specific party. Thus, it is plausible that Karel Schwarzenberg could be a politician of the Independent party.']",['true'],"['is politician of', 'is politician of']"
Hans Günter Bruns,is affiliated to,Borussia Mönchengladbach,What is the relationship between 'Hans Günter Bruns' and 'Borussia Mönchengladbach'?,'Hans Günter Bruns' [played for] 'Borussia Mönchengladbach'.,['played for'],is affiliated to,['False. Reason: There is no widely known professional football player named Hans Günter Bruns who played for Borussia Mönchengladbach.'],['false'],['played for']
Mauricio Almada,plays for,Deportivo Merlo,What is the relationship between 'Mauricio Almada' and 'Deportivo Merlo'?,'Mauricio Almada' [plays for] 'Deportivo Merlo',['plays for'],plays for,"['False. Reason: Based on common knowledge in the domain of soccer, there is no widely known association between Mauricio Almada and Deportivo Merlo.']",['false'],['relationship not found']
Komtoèga Department,is located in,Centre Est Region,What is the relationship between 'Komtoèga Department' and 'Centre Est Region'?,'Komtoèga Department' [is located in] 'Centre Est Region',['is located in'],is located in,"['False. Reason: The Komtoèga Department is not located in the Centre Est Region. Departments are typically administrative subdivisions within a country, while regions are higher-level administrative divisions.']",['false'],['is located in']
Álvaro Mejía Pérez,is affiliated to,Real Madrid C.F.,What is the relationship between 'Álvaro Mejía Pérez' and 'Real Madrid C.F.'?,'Álvaro Mejía Pérez' [played for] 'Real Madrid C.F.',['played for'],is affiliated to,"['False. Reason: Based on common knowledge, there is no widely recognized connection between Álvaro Mejía Pérez and Real Madrid C.F. The player, Álvaro Mejía Pérez, is not known to have played for Real Madrid C.F.']",['false'],['played for']
Alastair Sim,acted in,Blue Murder at St Trinian's,What is the relationship between 'Alastair Sim' and 'Blue Murder at St Trinian's'?,'Alastair Sim' [acted in] 'Blue Murder at St Trinian's',['acted in'],acted in,"['True. Reason: Alastair Sim did indeed act in the film ""Blue Murder at St Trinian\'s"", so the relationship exists.']",['true'],"['acted in', 'acted in']"
Ahmet Kuru,is affiliated to,FC St. Pauli,What is the relationship between 'Ahmet Kuru' and 'FC St. Pauli'?,'Ahmet Kuru' [is affiliated to] 'FC St. Pauli',['is affiliated to'],is affiliated to,['False. Reason: Ahmet Kuru is not a known figure affiliated with FC St. Pauli according to common knowledge or public records.'],['false'],['is interested in']
Stjepan Mesić,has won prize,Order of the White Double Cross,What is the relationship between 'Stjepan Mesić' and 'Order of the White Double Cross'?,Stjepan Mesić [has won prize] Order of the White Double Cross,['has won prize'],has won prize,"['True. Reason: Stjepan Mesić, the former President of Croatia, has indeed won the Order of the White Double Cross, which is a notable award given by Slovakia.']",['true'],"['has won prize', 'has won prize']"
Cyril Robinson,plays for,Northwich Victoria F.C.,What is the relationship between 'Cyril Robinson' and 'Northwich Victoria F.C.'?,Cyril Robinson [played for] Northwich Victoria F.C.,['played for'],plays for,['False. Reason: Cyril Robinson did not play for Northwich Victoria F.C. based on historical records and common knowledge.'],['false'],['relationship not found']
Nikola Mikelini,has gender,male,What is the relationship between 'Nikola Mikelini' and 'male'?,"There is no direct relationship between 'Nikola Mikelini' and 'male' in a knowledge graph, as 'male' typically refers to a gender rather than a specific entity. However, a possible relationship could be:
Nikola Mikelini [has gender] male.",['has gender'],has gender,"['False. Reason: The specified relationship is wrongly structured. The correct structure should be ""Nikola Mikelini [has gender] Male"", indicating that Nikola Mikelini is male.']",['false'],['is married to']
Pat Sharkey,is affiliated to,Northern Ireland national football team,What is the relationship between 'Pat Sharkey' and 'Northern Ireland national football team'?,Pat Sharkey [played for] Northern Ireland national football team.,['played for'],is affiliated to,['False. Reason: Pat Sharkey did not play for the Northern Ireland national football team.'],['false'],['played for']
Moritz Volz,is affiliated to,FC Schalke 04,What is the relationship between 'Moritz Volz' and 'FC Schalke 04'?,'Moritz Volz' [played for] 'FC Schalke 04',['played for'],is affiliated to,"['False. Reason: Moritz Volz did not play for FC Schalke 04 during his professional football career. He is known for playing for clubs such as Arsenal, Fulham, and 1860 Munich, but not FC Schalke 04.']",['false'],['plays for']
"Calistoga, California",is located in,United States,"What is the relationship between 'Calistoga, California' and 'United States'?","Calistoga, California [is located in] United States.",['is located in'],is located in,"['True. Reason: Calistoga, California is a city located in the United States, specifically in the state of California. This relationship is factual based on common knowledge of geography.']",['true'],"['is located in', 'is located in']"
Bruno Barbosa da Encarnação,is affiliated to,Atlético Clube Goianiense,What is the relationship between 'Bruno Barbosa da Encarnação' and 'Atlético Clube Goianiense'?,The relationship between 'Bruno Barbosa da Encarnação' and 'Atlético Clube Goianiense' is: 'plays for'.,['relationship not found'],is affiliated to,"['False. Reason: The provided relationship ""relationship not found"" does not make sense in this context. It is not a valid or meaningful relationship between the entities ""Bruno Barbosa da Encarnação"" and ""Atlético Clube Goianiense.""']",['false'],['plays for']
Jesús Turiel,is affiliated to,Real Valladolid B,What is the relationship between 'Jesús Turiel' and 'Real Valladolid B'?,"""Jesús Turiel [plays for] Real Valladolid B""",['plays for'],is affiliated to,"['False. Reason: Jesús Turiel is not a well-known professional football player associated with Real Valladolid B; hence, the relationship does not exist.']",['false'],['relationship not found']
Paul Newman,acted in,Cars (film),What is the relationship between 'Paul Newman' and 'Cars (film)'?,Paul Newman [acted in] Cars (film),['acted in'],acted in,"['True. Reason: Paul Newman was one of the voice actors in the animated film ""Cars,"" where he provided the voice for the character Doc Hudson.']",['true'],"['acted in', 'acted in']"
Richard Murphy (screenwriter),was born in,Boston,What is the relationship between 'Richard Murphy (screenwriter)' and 'Boston'?,Richard Murphy (screenwriter) [was born in] Boston,['was born in'],was born in,"['False. Reason: Richard Murphy, the screenwriter, was born in Brooklyn, New York, not in Boston.']",['false'],['was born in']
Eugenio Peralta,is affiliated to,Deportivo Paraguayo,What is the relationship between 'Eugenio Peralta' and 'Deportivo Paraguayo'?,'Eugenio Peralta' [is politician of] 'Deportivo Paraguayo',['is politician of'],is affiliated to,"['True. Reason: Eugenio Peralta being a politician of Deportivo Paraguayo does not make sense. Deportivo Paraguayo is more likely to be a sports team, and the relationship between a person and a sports team as a politician does not align with common sense.']",['true'],"['is politician of', 'is affiliated to', 'works at', 'is connected to']"
Peter Till,was born in,Walsall,What is the relationship between 'Peter Till' and 'Walsall'?,There is not enough information available to determine the exact relationship between 'Peter Till' and 'Walsall'.,['relationship not found'],was born in,"['False. Reason: The specified relationship ""relationship not found"" does not exist in a knowledge graph and does not provide any meaningful connection between Peter Til and Walsall.']",['false'],['was born in']
Christian Lantignotti,plays for,Calcio Padova,What is the relationship between 'Christian Lantignotti' and 'Calcio Padova'?,'Christian Lantignotti' [plays for] 'Calcio Padova'.,['plays for'],plays for,"['False. Reason: Christian Lantignotti does not play for Calcio Padova. This can be verified by checking official roster listings, team announcements, or sports news sources.']",['false'],['played for']
Nicolás Asencio,plays for,Club Deportivo El Nacional,What is the relationship between 'Nicolás Asencio' and 'Club Deportivo El Nacional'?,Nicolás Asencio [plays for] Club Deportivo El Nacional,['plays for'],plays for,"['False. Reason: Nicolás Asencio is a fictional character, not a real-life athlete. Therefore, he cannot play for a sports club like Club Deportivo El Nacional.']",['false'],['is affiliated to']
Gonzalo Abán,plays for,Racing de Olavarría,What is the relationship between 'Gonzalo Abán' and 'Racing de Olavarría'?,Gonzalo Abán [plays for] Racing de Olavarría.,['plays for'],plays for,['False. Reason: There is no common knowledge or publicly available information indicating that Gonzalo Abán plays for Racing de Olavarría.'],['false'],['played for']
Luis Anaya,is affiliated to,Alianza F.C.,What is the relationship between 'Luis Anaya' and 'Alianza F.C.'?,'Luis Anaya' [plays for] 'Alianza F.C.',['plays for'],is affiliated to,"['False. Reason: Luis Anaya currently plays for another soccer team, not Alianza F.C. This relationship is not true based on common knowledge.']",['false'],['is affiliated to']
Kota Mizunuma,plays for,Japan national under 20 football team,What is the relationship between 'Kota Mizunuma' and 'Japan national under 20 football team'?,'Kota Mizunuma' [plays for] 'Japan national under 20 football team',['plays for'],plays for,['True. Reason: Kota Mizunuma plays for the Japan national under-20 football team.'],['true'],"['plays for', 'plays for']"
Fukuoka Airport,is connected to,Ninoy Aquino International Airport,What is the relationship between 'Fukuoka Airport' and 'Ninoy Aquino International Airport'?,Fukuoka Airport [has neighbor] Ninoy Aquino International Airport.,['has neighbor'],is connected to,"['False. Reason: Fukuoka Airport is located in Japan, while Ninoy Aquino International Airport is located in the Philippines. These two airports are not neighbors geographically, so they do not share a neighboring relationship.']",['false'],['relationship not found']
John Moffat (physicist),lives in,Canada,What is the relationship between 'John Moffat (physicist)' and 'Canada'?,'John Moffat (physicist)' [was born in] 'Canada',['was born in'],lives in,"['True. Reason: John Moffat, the physicist, was born in Canada according to factual information.']",['true'],"['was born in', 'is located in']"
Dominik Werling,is affiliated to,Barnsley F.C.,What is the relationship between 'Dominik Werling' and 'Barnsley F.C.'?,'Dominik Werling' [plays for] 'Barnsley F.C.',['plays for'],is affiliated to,['False. Reason: There is no information or common knowledge suggesting that Dominik Werling plays for Barnsley F.C.'],['false'],['played for']
Ryan Finley (soccer),plays for,United States men's national under 18 soccer team,What is the relationship between 'Ryan Finley (soccer)' and 'United States men's national under 18 soccer team'?,Ryan Finley (soccer) [plays for] United States men's national under 18 soccer team.,['plays for'],plays for,"[""False. Reason: The United States men's national under 18 soccer team consists of players who are under the age of 18, and Ryan Finley is a retired professional soccer player who last played for the Columbus Crew SC in Major League Soccer. Therefore, he does not currently play for the United States men's national under 18 soccer team.""]",['false'],['played for']
Dmytro Yesin,plays for,FC Shakhtar 3 Donetsk,What is the relationship between 'Dmytro Yesin' and 'FC Shakhtar 3 Donetsk'?,'Dmytro Yesin' [plays for] 'FC Shakhtar 3 Donetsk'.,['plays for'],plays for,"['False. Reason: The correct name is ""FC Shakhtar Donetsk"" without the ""3"". Dmytro Yeshin plays for FC Shakhtar Donetsk, not FC Shakhtar 3 Donetsk based on common knowledge.']",['false'],['is leader of']
"Miami Springs, Florida",is located in,United States,"What is the relationship between 'Miami Springs, Florida' and 'United States'?","'Miami Springs, Florida' [is located in] 'United States'",['is located in'],is located in,"['True. Reason: Miami Springs is a city located in the state of Florida, which is part of the United States. This relationship is a common-sense fact based on geography.']",['true'],"['is located in', 'is located in']"
René Vandereycken,is affiliated to,Club Brugge KV,What is the relationship between 'René Vandereycken' and 'Club Brugge KV'?,René Vandereycken [played for] Club Brugge KV.,['played for'],is affiliated to,"['False. Reason: René Vandereycken is a retired Belgian footballer who primarily played for the Belgium national team and clubs such as Racing White, R.W.D. Molenbeek, and Cercle Brugge K.S.V. There is no record of him playing for Club Brugge KV.']",['false'],['played for']
David Chase,was born in,"Mount Vernon, New York","What is the relationship between 'David Chase' and 'Mount Vernon, New York'?","David Chase [was born in] Mount Vernon, New York.",['was born in'],was born in,"['True. Reason: David Chase, the creator of The Sopranos, was indeed born in Mount Vernon, New York.']",['true'],"['was born in', 'was born in']"
