head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
retrench,hypernym,reduce,What is the relationship between 'retrench' and 'reduce'?,"1. 'retrench' [synset domain usage of] 'reduce'; 
2. 'retrench' [similar to] 'reduce'; 
3. 'retrench' [derivationally related form] 'reduce'; 
4. 'retrench' [verb group] 'reduce'; 
5. 'retrench' [also see] 'reduce'.","['synset domain usage of', 'similar to', 'derivationally related form', 'verb group', 'also see']",hypernym,"[""True. Reason: Both 'retrench' and 'reduce' share the usage domain of lessening or minimizing something in the English language."", 'True. Reason: Both ""retrench"" and ""reduce"" have similar meanings as they both refer to the action of making something smaller or less.', ""True. Reason: 'Retrench' and 'reduce' are both related to ideas of cutting back and minimizing. This relation is particularly clear when considering that 'retrench' often means to cut down or reduce, often in a financial context."", 'True. Reason: In English lexicon, to ""retrench"" can mean to ""reduce"" something, often used in terms of cutbacks or downsizing. Therefore, they belong to the same verb group, as they carry a similar meaning.', 'True. Reason: ""Retrench"" and ""reduce"" both have similar meanings in context and can often be used interchangeably. They both refer to cutting down or lessening something. Therefore, it\'s common to see one when looking for the other.']","['true', 'true', 'true', 'true', 'true']","['synset domain usage of', 'similar to', 'derivationally related form', 'verb group', 'also see', 'synset domain topic of', 'similar to', 'verb group', 'derivationally related form']"
temperature,hypernym,somesthesia,What is the relationship between 'temperature' and 'somesthesia'?,"1. 'temperature' [part of] 'somesthesia'; 
2. 'temperature' [similar to] 'somesthesia'.","['part of', 'similar to']",hypernym,"['True. Reason: Somesthesia, or somatosensation, is a collective term for sensory signals from the body that includes touch, temperature, body position, and pain. Thus, temperature perception is part of somesthesia.', 'False. Reason: Somesthesia is a general term for the sensations of touch, temperature, body position, and pain recognized through neural receptors. While temperature sensation is a part of somesthesia, they are not similar entities, rather, one is a subset of the other. In other words, temperature is a kind of somesthesia, but they are not similar. One is a specific sensation, the other an overarching term.']","['true', 'false']","['part of', 'also see', 'synset domain topic of', 'synset domain usage of', 'member of domain topic', 'member of domain usage', 'hypernym', 'member holonym']"
boston,has part,charlestown,What is the relationship between 'boston' and 'charlestown'?,1. 'boston' [has part] 'charlestown'; 2. 'boston' [member holonym] 'charlestown',"['has part', 'member holonym']",has part,"['True. Reason: Charlestown is a neighborhood in Boston. Thus, Charlestown is a part of Boston.', ""False. Reason: Boston does not contain the entity of Charlestown as a main part to its whole. In reality, it's the other way around. Charlestown is a neighborhood or district within the city of Boston, so the relationship is not correctly stated.""]","['true', 'false']","['has part', 'has part']"
fort,derivationally related form,fortress,What is the relationship between 'fort' and 'fortress'?,"1. 'fort' [synonym] 'fortress';
2. 'fort' [similar to] 'fortress';
3. 'fort' [also see] 'fortress'.","['synonym', 'similar to', 'also see']",derivationally related form,"['True. Reason: A ""fort"" and a ""fortress"" are both constructs for defense in warfare and in common language, these two terms can often be used synonymously.', 'True. Reason: Both a fort and a fortress are fortified structures typically used for defensive military purposes, making them similar in nature.', 'True. Reason: A fort is also referred to as a fortress. They are similar in that they are both fortified buildings or strategic locations for defense in warfare.']","['true', 'true', 'true']","['similar to', 'also see', 'similar to', 'synset domain usage of', 'also see', 'hypernym', 'hyponym', 'synset domain region of', 'synset domain topic of', 'member of domain region', 'member of domain topic']"
pouteria,member meronym,marmalade_tree,What is the relationship between 'pouteria' and 'marmalade_tree'?,"1. 'pouteria' [hypernym] 'marmalade_tree'; 
2. 'pouteria' [synset domain region of] 'marmalade_tree';
3. 'pouteria' [part of] 'marmalade_tree';
4. 'pouteria' [has part] 'marmalade_tree';
5. 'pouteria' [similar to] 'marmalade_tree'.","['hypernym', 'synset domain region of', 'part of', 'has part', 'similar to']",member meronym,"['True. Reason: Pouteria is a genus of trees and the Marmalade Tree is one specific type, Pouteria sapota. Hence, Pouteria is a ""hypernym"" (a broader category) for the Marmalade Tree.', 'True. Reason: Pouteria is the genus of marmalade tree. The term ""synset domain region"" in the relationship points to a particular domain or region that a set of synonyms belongs to. In this case, the marmalade tree belongs to the domain or region of Pouteria.', ""False. Reason: Pouteria is a genus of tropical trees and shrubs, and while one of its species, Pouteria sapota, is commonly known as the marmalade tree, Pouteria itself (the whole genus) is not 'part of' a marmalade tree."", 'True. Reason: Pouteria is a genus of plants in the family Sapotaceae, which includes the species Pouteria sapota, commonly known as the marmalade tree. Therefore, it could be said that Pouteria has a part or includes the marmalade tree.', ""True. Reason: The Pouteria species includes the Marmalade tree (Pouteria sapota), therefore they share similarities in terms of species and characteristics. The 'similar to' relationship is applicable.""]","['true', 'true', 'false', 'true', 'true']","['hypernym', 'synset domain region of', 'has part', 'similar to', 'hypernym', 'similar to', 'synset domain region of', 'synset domain usage of', 'synset domain topic of', 'member of domain region', 'member of domain topic', 'member of domain usage']"
sensitizer,hypernym,activator,What is the relationship between 'sensitizer' and 'activator'?,"1. 'sensitizer' [similar to] 'activator'; 
2. 'sensitizer' [synset domain topic of] 'activator';
3. 'sensitizer' [also see] 'activator'.","['similar to', 'synset domain topic of', 'also see']",hypernym,"['False. Reason: Sensitizers and activators are not similar. They play different roles, especially in chemistry and biology. A sensitizer increases the sensitivity or responsiveness to a stimulus, while an activator triggers a reaction or process.', 'False. Reason: A sensitizer and an activator are both terms used in chemistry, but they are not inherently related in the way that the term ""synset domain topic of"" suggests. This kind of connection would mean that the sensitizer is a topic of discussion or analysis within the concept or field of an ""activator"", which is not a recognized relationship in common or specialized knowledge.', 'False. Reason: In the context of chemistry, a sensitizer and an activator are distinct entities with different roles. A sensitizer is a substance that upon exposure causes one to develop a sensitivity or allergic reaction, while in various fields an activator can enhance or trigger certain responses or reactions. They can interact but one does not inherently imply the presence of the other.']","['false', 'false', 'false']","['derivationally related form', 'synset domain usage of', 'verb group', 'hypernym']"
hovel,hypernym,shelter,What is the relationship between 'hovel' and 'shelter'?,1. 'hovel' [hypernym] 'shelter'; 2. 'hovel' [part of] 'shelter'; 3. 'hovel' [similar to] 'shelter',"['hypernym', 'part of', 'similar to']",hypernym,"['True. Reason: A hovel is a type of rudimentary shelter, so it is a more specific instance of the general class or category known as ""shelter"". Therefore, the relationship ""hypernym"" holds true in this case.', 'True. Reason: A hovel, which is a small, simple dwelling, can be considered a part of the broader category of shelters, as both provide protection from the elements.', 'True. Reason: Both a hovel and a shelter serve a similar function of providing basic protection from the elements. While a hovel may imply a small, crudely constructed dwelling, and shelter can be used more broadly, they still share the core concept of providing cover or protection.']","['true', 'true', 'true']","['hypernym', 'part of', 'similar to', 'hypernym', 'similar to', 'part of', 'also see', 'synset domain topic of']"
urinary,derivationally related form,urine,What is the relationship between 'urinary' and 'urine'?,1. 'urinary' [derivationally related form] 'urine',['derivationally related form'],derivationally related form,"[""True. Reason: The word 'urinary' is indeed derivationally related to 'urine'. The term 'urinary' pertains to 'urine' and is used in contexts relating to the substance 'urine'.\n""]",['true'],"['derivationally related form', 'derivationally related form']"
linear,derivationally related form,add,What is the relationship between 'linear' and 'add'?,"1. 'linear' [similar to] 'add'; 
2. 'linear' [derivationally related form] 'add'; 
3. 'linear' [also see] 'add'.","['similar to', 'derivationally related form', 'also see']",derivationally related form,"[""False. Reason: Linear and add refer to different concepts; 'Linear' is often used in mathematics to refer to a straight line or a relationship that is directly proportional, while 'add' is a mathematical operation to combine numbers. There isn't a common-sense, direct similarity between the two."", 'True. Reason: The word ""add"" can be connected to ""linear"" through derivational morphology. In mathematics, ""add"" is a fundamental operation that can be used in linear equations and functions.', ""False. Reason: 'Linear' and 'Add' are distinct concepts. 'Linear' refers to a straight line or a relationship that is directly proportional, while 'Add' refers to the arithmetic operation of summing. These are not directly related to each other on the basis of common sense.""]","['false', 'true', 'false']","['derivationally related form', 'derivationally related form']"
seat,verb group,sit,What is the relationship between 'seat' and 'sit'?,1. 'seat' [verb group] 'sit'; 2. 'seat' [derivationally related form] 'sit',"['verb group', 'derivationally related form']",verb group,"[""True. Reason: The verb 'sit' is often associated with the noun 'seat', as sitting is the action performed when using a seat. Thus, they belong to the same verb group."", ""True. Reason: The word 'seat' is derivationally related to the word 'sit'. In English language, words can be morphologically related to each other by means of derivation. Here, the word 'seat' is derived from the verb 'sit'.""]","['true', 'true']","['verb group', 'derivationally related form', 'derivationally related form', 'hypernym', 'verb group', 'also see']"
being,derivationally related form,actual,What is the relationship between 'being' and 'actual'?,1. 'being' [hypernym] 'actual'; 2. 'being' [similar to] 'actual'; 3. 'being' [also see] 'actual'.,"['hypernym', 'similar to', 'also see']",derivationally related form,"['False. Reason: The terms provided are not entities or concepts but rather classification categories in lexical semantics. ""Hypernym"" refers to a word with broader meaning encompassing specific words, and ""actual"" is an adjective. Therefore, in this context, they don\'t form a valid relationship.', ""False. Reason: The entities for the relationship aren't specified which is essential to determine the veracity of the statement in the knowledge graph."", 'False. Reason: The phrase ""\'also see\' actual"" seems to be incomplete or incorrectly structured, making it difficult to ascertain a clear relationship between two distinct entities. Therefore, with the given information, it is impossible to define a valid relationship or connection.']","['false', 'false', 'false']",['derivationally related form']
lexicology,derivationally related form,lexicographer,What is the relationship between 'lexicology' and 'lexicographer'?,"1. 'lexicology' [synset domain usage of] 'lexicographer'; 
2. 'lexicology' [similar to] 'lexicographer'; 
3. 'lexicology' [derivationally related form] 'lexicographer'; 
4. 'lexicology' [member of domain topic] 'lexicographer'.","['synset domain usage of', 'similar to', 'derivationally related form', 'member of domain topic']",derivationally related form,"[""False. Reason: The lexicology, which is the study of words, their nature, and meaning, doesn't have a usage domain of lexicographer (a person who compiles dictionaries). Instead, lexicology is an area of study a lexicographer may be well-versed in. The relationship might be more accurate if reversed: a lexicographer has a usage domain of lexicology."", 'False. Reason: Lexicology is a sub-field of linguistics that studies words and their meanings, while a lexicographer is a person who compiles or writes dictionaries. While they are related, they are not ""similar to"" each other as one is a field of study and the other is an occupation.', 'False. Reason: Lexicology and lexicographer are related in the sense that they both deal with the study and analysis of words. However, they are not ""derivationally related"". The former refers to a field of study while the latter refers to a person who compiles dictionaries, a profession. A derivation relationship would imply one word is derived from the other, which is not the case here.', 'True. Reason: Lexicology is a part of the wider domain of lexicography.  \n']","['false', 'false', 'false', 'true']","['member of domain topic', 'member of domain topic', 'synset domain topic of', 'also see']"
minnesota,has part,twin_cities,What is the relationship between 'minnesota' and 'twin_cities'?,"1. 'minnesota' [has part] 'twin_cities'; 
2. 'minnesota' [synset domain region of] 'twin_cities'; 
3. 'minnesota' [hypernym] 'twin_cities'; 
4. 'minnesota' [synset domain topic of] 'twin_cities'; 
5. 'minnesota' [member holonym] 'twin_cities'.","['has part', 'synset domain region of', 'hypernym', 'synset domain topic of', 'member holonym']",has part,"['True. Reason: The Twin Cities, which refer to Saint Paul and Minneapolis, are indeed part of the state of Minnesota.', 'True. Reason: The Twin Cities, which refers to Minneapolis and St. Paul, are indeed located in the state of Minnesota.', ""False. Reason: 'Hypernym' refers to a category or class that another word falls under. The Twin Cities (Minneapolis-St. Paul) are a part of Minnesota, not a category under which Minnesota falls. Therefore, it would be incorrect to say Minnesota is a 'hypernym' for Twin Cities."", 'False. Reason: The relationship is not true since the Twin Cities (St. Paul and Minneapolis) are part of Minnesota rather than Minnesota being a topic of the Twin Cities.', 'False. Reason: Minnesota is not a member of the Twin Cities. The Twin Cities, Minneapolis and St. Paul, are cities within the state of Minnesota. Thus, this indicates a part-whole relationship where the Twin Cities are part of Minnesota and not the other way around.']","['true', 'true', 'false', 'false', 'false']","['has part', 'synset domain region of', 'has part', 'member of domain region', 'synset domain region of']"
pull,derivationally related form,puller,What is the relationship between 'pull' and 'puller'?,1. 'pull' [derivationally related form] 'puller',['derivationally related form'],derivationally related form,"[""True. Reason: 'Puller' is a derivationally related form of 'pull' because 'puller' is formed by adding a suffix to the base word 'pull', which changes its role in a sentence but not its core meaning.""]",['true'],"['derivationally related form', 'derivationally related form']"
america,has part,north_america,What is the relationship between 'america' and 'north_america'?,"1. 'america' [part of] 'north_america'; 
2. 'america' [hyponym] 'north_america'; 
3. 'america' [member holonym] 'north_america'; 
4. 'america' [instance hyponym] 'north_america'.","['part of', 'hyponym', 'member holonym', 'instance hyponym']",has part,"['True. Reason: America, in this context presumably referring to the United States of America, is geographically part of the continent of North America.', ""False. Reason: America is not a hyponym (specific subtype) of North America. In fact, it's the other way around: North America is a part of America (the Americas includes both North and South America)."", 'True. Reason: A member-holonym relationship implies that one entity is part of another. America is part of North America, so the relationship holds true.', 'True. Reason: America is a part of North America, making it an instance hyponym of North America in a hierarchical understanding of geographical locations.']","['true', 'false', 'true', 'true']","['part of', 'member holonym', 'instance hyponym', 'part of', 'similar to', 'synset domain region of']"
suspense,hypernym,doubt,What is the relationship between 'suspense' and 'doubt'?,"1. 'suspense' [similar to] 'doubt'; 
2. 'suspense' [derivationally related form] 'doubt'; 
3. 'suspense' [also see] 'doubt'.","['similar to', 'derivationally related form', 'also see']",hypernym,"['False. Reason: Suspense and doubt are different terms. Suspense refers to a state or feeling of excited or anxious uncertainty about what may happen, while doubt is the uncertainty of belief or lack of confidence in something. They are similar in that they both involve uncertainty, but they are not synonymous.', ""True. Reason: 'Suspense' and 'doubt' share a derivate connection. 'Suspense' can lead to and stir feelings of 'doubt', so they are related in meaning and emotional effect."", ""False. Reason: Although suspense and doubt can both evoke uncertainty, suspense is more related to anticipation or excitement about what will happen next, especially in literature or film. Doubt, on the other hand, is more about a lack of belief or uncertainty about a particular situation or idea. They are not the same and suspense doesn't necessarily lead to doubt.""]","['false', 'true', 'false']","['derivationally related form', 'derivationally related form', 'synset domain topic of', 'hypernym']"
