head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
temperature,hypernym,somesthesia,What is the relationship between 'temperature' and 'somesthesia'?,'temperature' [similar to] 'somesthesia',['similar to'],hypernym,"['This is not a common relationship that exists in a knowledge graph based on common sense. \n\nFalse. Reason: The concept of ""temperature"" is more related to the measurement of heat or cold, while ""somesthesia"" refers to the perception and sensation of touch, pressure, and pain. These two entities are related to different sensory experiences and do not have a direct relationship based on common knowledge.']",['not found'],['similar to']
boston,has part,charlestown,What is the relationship between 'boston' and 'charlestown'?,'boston' [part of] 'charlestown'; 'boston' [part of] 'charlestown'; 'boston' [part of] 'charlestown'; ...,"['part of', 'part of', 'part of']",has part,"['This depends on the context, as ""Boston"" and ""Charlestown"" can refer to various entities. In general, Charlestown is a neighborhood in Boston, Massachusetts, so a common relationship between them could be ""located in"". \n\nTrue. Reason: Charlestown is a neighborhood located within the city of Boston.', ""I need more context or information to provide an accurate response. The relationship between 'boston' and 'charlestown' could vary depending on the domain or knowledge graph being considered. Can you please provide more details or rephrase the question more specifically?"", 'It seems like a common sense understanding question. \n\nTrue. Reason: Charlestown is a neighborhood in Boston, Massachusetts, so they are both located in the same city and have a relationship in terms of geographical proximity.']","['not found', 'not found', 'not found']","['part of', 'hypernym', 'instance hypernym', 'synset domain region of', 'member of domain region', 'similar to']"
fort,derivationally related form,fortress,What is the relationship between 'fort' and 'fortress'?,'fort' [hypernym] 'fortress',['hypernym'],derivationally related form,"['This relationship can be stated as ""\'fort\' is a type of \'fortress\'"".\n\nTrue. Reason: A fort is typically a smaller defensive structure used for military purposes, while a fortress is a larger and more heavily fortified structure used for defense. Therefore, a fort can be considered a type of fortress.']",['not found'],"['synset domain usage of', 'hypernym']"
pouteria,member meronym,marmalade_tree,What is the relationship between 'pouteria' and 'marmalade_tree'?,'pouteria' [hypernym] 'marmalade_tree',['hypernym'],member meronym,"[""I do not have information regarding the specific entities 'pouteria' and 'marmalade_tree' in my knowledge graph.""]",['not found'],['hypernym']
sensitizer,hypernym,activator,What is the relationship between 'sensitizer' and 'activator'?,'sensitizer' [hypernym] 'activator',['hypernym'],hypernym,"['False. Reason: In general, a sensitizer and an activator are not directly related entities. A sensitizer is something that increases the response to a stimulus, while an activator is something that initiates or increases the activity of a process. They serve different functions and are not typically linked in a direct relationship in a knowledge graph based on common sense.']",['false'],"['hypernym', 'similar to']"
hovel,hypernym,shelter,What is the relationship between 'hovel' and 'shelter'?,'hovel' [hypernym] 'shelter'; 'hovel' [has part] 'shelter'; 'hovel' [similar to] 'shelter',"['hypernym', 'has part', 'similar to']",hypernym,"['False. Reason: In common sense, a hovel is a small, poorly constructed and often dirty dwelling, typically associated with poverty, while a shelter is a place providing refuge and protection, which can be well-constructed and maintained. Although both hovel and shelter are places people can live in, they are not directly synonymous or interchangeable.', 'False. Reason: A hovel is often described as a small, dirty, or poorly constructed dwelling, typically associated with poverty or neglect. On the other hand, a shelter is a place that provides protection or refuge. While both hovel and shelter may provide a form of housing, they differ in terms of quality, purpose, and connotations associated with them.', 'False. Reason: A hovel is a small, squalid, and unpleasant dwelling, often associated with poverty or poor living conditions. On the other hand, a shelter is a place that provides refuge or protection, which can be of better quality and serve a different purpose compared to a hovel. While both hovels and shelters may provide some form of housing, the connotations and conditions associated with each are quite different.']","['false', 'false', 'false']","['hypernym', 'hyponym', 'has part']"
urinary,derivationally related form,urine,What is the relationship between 'urinary' and 'urine'?,'urinary' [has part] 'urine',['has part'],derivationally related form,"[""True. Reason: The relationship between 'urinary' and 'urine' is that 'urinary' is a term related to the urinary system, which is responsible for producing and excreting urine. Urine is the fluid produced by the urinary system as a waste product of the body's metabolism.""]",['true'],['has part']
linear,derivationally related form,add,What is the relationship between 'linear' and 'add'?,'linear' [derivationally related form] 'add',['derivationally related form'],derivationally related form,"['False. Reason: ""Linear"" and ""add"" are not directly related entities in a knowledge graph based on common sense. The term ""linear"" is often associated with concepts like mathematics or algebra, while ""add"" typically refers to the operation of addition. While addition is a mathematical operation, there is no direct relationship between these two specific terms in most cases.']",['false'],['derivationally related form']
seat,verb group,sit,What is the relationship between 'seat' and 'sit'?,'seat' [has part] 'sit'; 'seat' [similar to] 'sit'; 'seat' [hypernym] 'sit',"['has part', 'similar to', 'hypernym']",verb group,"[""True. Reason: The relationship between 'seat' and 'sit' is that a 'seat' is something designed for someone to 'sit' on."", ""False. Reason: 'Seat' is a physical object that can be sat on, but 'sit' is an action performed by a person. While 'seat' can imply the act of 'sitting', they are not directly related in a typical knowledge graph."", ""False. Reason: 'Seat' and 'sit' are related concepts but do not have a direct relationship in a typical knowledge graph. 'Seat' refers to a physical object or furniture where one can sit, while 'sit' is the action of placing oneself in a seated position on a seat. The relationship between 'seat' and 'sit' is indirect and contextual, rather than a direct relationship in a knowledge graph.""]","['true', 'false', 'false']","['has part', 'hypernym', 'verb group', 'similar to']"
being,derivationally related form,actual,What is the relationship between 'being' and 'actual'?,"'being' [hyponym] 'actual'; 
'being' [similar to] 'actual'; 
'being' [synset domain usage of] 'actual'; 
'being' [also see] 'actual'","['hyponym', 'similar to', 'synset domain usage of', 'also see']",derivationally related form,"['False. Reason: \'Being\' and \'actual\' do not have a direct relationship in a knowledge graph based on common sense. The word ""being"" typically refers to existence or a state of being, while ""actual"" refers to something that is real or existing in fact. There is no clear direct relationship that connects these two concepts in a conventional knowledge graph.', ""It seems like there is a mistake in the question formulation. 'Being' and 'actual' are not two entities that have a direct relationship in a knowledge graph. Could you please provide more context or rephrase the question?"", ""This question is vague and can be interpreted in different ways. One possible interpretation could be that 'being' is related to 'actual' in the context of ontology or metaphysics, where 'being' refers to existence and 'actual' refers to something that is real or existing in reality. In this case, the relationship between 'being' and 'actual' could be considered synonymous or closely related in terms of their meaning.\n\nTrue. Reason: In the context of ontology or metaphysics, 'being' and 'actual' are both related to existence and can be considered synonymous or closely related in meaning."", ""This is an abstract question that requires interpretation. However, based on common understanding and linguistic knowledge, it can be said that the relationship between 'being' and 'actual' is one of semantic similarity or reinforcement. \n\nTrue. Reason: Both 'being' and 'actual' are words often used to emphasize the true existence or reality of something, suggesting a strong relationship in terms of authenticity or genuineness.""]","['false', 'not found', 'not found', 'not found']","['hypernym', 'similar to']"
lexicology,derivationally related form,lexicographer,What is the relationship between 'lexicology' and 'lexicographer'?,'lexicology' [instance hyponym] 'lexicographer',['instance hyponym'],derivationally related form,"[""False. Reason: The relationship between 'lexicology' and 'lexicographer' is that lexicography is the practice of compiling dictionaries or lexicological works, so a lexicographer is a person who writes or compiles dictionaries; lexicology, on the other hand, is the study of words, their meaning, and their relationships within a language. They are related fields but not directly related to each other.""]",['false'],"['has part', 'instance hyponym', 'similar to']"
minnesota,has part,twin_cities,What is the relationship between 'minnesota' and 'twin_cities'?,'minnesota' [has part] 'twin_cities',['has part'],has part,['True. Reason: The Twin Cities refer to the neighboring cities of Minneapolis and St. Paul in the state of Minnesota.'],['true'],"['has part', 'member of domain region']"
pull,derivationally related form,puller,What is the relationship between 'pull' and 'puller'?,'pull' [derivationally related form] 'puller',['derivationally related form'],derivationally related form,"['True. Reason: The relationship between \'pull\' and \'puller\' is that ""puller"" is the agent or entity that performs the action of ""pulling"". In other words, a ""puller"" is someone or something that exerts force to draw or drag something towards themselves.']",['true'],['has part']
america,has part,north_america,What is the relationship between 'america' and 'north_america'?,'america' [instance hyponym] 'north_america',['instance hyponym'],has part,"[""False. Reason: America is a geographical region that consists of countries such as the United States, Canada, Mexico, etc., while North America is a continent that includes countries from Central America, the Caribbean, and North America itself. 'America' and 'North America' are not directly related in terms of a specific relationship in a knowledge graph.""]",['false'],"['instance hyponym', 'member of domain region']"
suspense,hypernym,doubt,What is the relationship between 'suspense' and 'doubt'?,'suspense' [similar to] 'doubt',['similar to'],hypernym,"['False. Reason: \'Suspense\' and \'doubt\' are related concepts, but they are not directly connected by a specific relationship such as ""is a"" or ""causes"". Suspense is more related to uncertainty or anticipation, while doubt is related to uncertainty or lack of conviction.']",['false'],"['similar to', 'also see', 'derivationally related form', 'verb group', 'hypernym']"
gallop,synset domain topic of,riding,What is the relationship between 'gallop' and 'riding'?,'gallop' [verb group] 'riding',['verb group'],synset domain topic of,"[""False. Reason: The relationship between 'gallop' and 'riding' is that 'gallop' is a type of movement or gait that a horse performs when riding.""]",['false'],"['verb group', 'hypernym', 'also see']"
compound,derivationally related form,combination,What is the relationship between 'compound' and 'combination'?,'compound' [hypernym] 'combination'; 'compound' [similar to] 'combination',"['hypernym', 'similar to']",derivationally related form,"[""False. Reason: In a knowledge graph based on common sense, 'compound' and 'combination' are not directly related entities. 'Compound' typically refers to a substance composed of two or more elements, while 'combination' generally refers to the act of joining or merging things together."", 'This question requires an understanding of the meaning of the two entities. In general, a compound is a substance composed of two or more elements chemically combined in a fixed ratio, while a combination refers to the act of combining or joining things together. Therefore, based on common sense:\n\nTrue. Reason: A compound is a type of combination, as it consists of multiple elements chemically combined together in a specific ratio.']","['false', 'not found']","['synset domain topic of', 'also see', 'similar to', 'hypernym', 'synset domain usage of']"
diagnose,derivationally related form,diagnosis,What is the relationship between 'diagnose' and 'diagnosis'?,'diagnose' [derivationally related form] 'diagnosis',['derivationally related form'],derivationally related form,"[""True. Reason: 'Diagnose' is a verb that refers to the action of identifying or determining the nature of a disease or problem, while 'diagnosis' is a noun that refers to the formal identification of a disease or problem. Therefore, 'diagnose' and 'diagnosis' are related in the sense that the former is the action of performing the latter.""]",['true'],['derivationally related form']
reject,derivationally related form,sneerer,What is the relationship between 'reject' and 'sneerer'?,'reject' [verb group] 'sneerer',['verb group'],derivationally related form,"['False. Reason: There is no direct relationship between the concept of \'reject\' and \'sneerer\' based on common sense. ""Reject"" typically means to refuse to accept or consider, while ""sneerer"" refers to someone who sneers or expresses contempt or disapproval. These two entities do not have a direct relationship in a knowledge graph.']",['false'],['verb group']
cecum,hypernym,cavity,What is the relationship between 'cecum' and 'cavity'?,'cecum' [part of] 'cavity',['part of'],hypernym,"['False. Reason: The cecum is a pouch that forms the first part of the large intestine in many herbivorous animals, including mammals such as rabbits and rodents. It is a physical structure rather than a relationship with the concept of a cavity.']",['false'],"['has part', 'part of', 'member meronym', 'similar to', 'instance hyponym']"
cyperus,hypernym,cyperaceae,What is the relationship between 'cyperus' and 'cyperaceae'?,'cyperus' [instance hyponym] 'cyperaceae'; 'cyperaceae' [instance hypernym] 'cyperus',"['instance hyponym', 'instance hypernym']",hypernym,"[""True. Reason: Cyperus is a genus of plants that belongs to the family Cyperaceae. The relationship between 'cyperus' and 'cyperaceae' is that 'cyperus' is a member of the 'cyperaceae' family."", 'False. Reason: Cyperus is a genus of plants in the family Cyperaceae. Therefore, the correct relationship should be ""\'cyperus\' is a member of \'cyperaceae\'"".']","['true', 'false']","['instance hypernym', 'member of domain region']"
pant,hypernym,utter,What is the relationship between 'pant' and 'utter'?,1. 'pant' [verb group] 'utter',['verb group'],hypernym,"[""I'm sorry, but the entities 'pant' and 'utter' do not have a direct relationship based on common sense knowledge.""]",['not found'],"['verb group', 'hypernym']"
sauropoda,member meronym,titanosauridae,What is the relationship between 'sauropoda' and 'titanosauridae'?,'sauropoda' [hypernym] 'titanosauridae',['hypernym'],member meronym,"['True. Reason: Sauropoda is a clade of long-necked, herbivorous dinosaurs that includes Titanosauridae, which is a family within the Sauropoda clade.']",['true'],['hyponym']
frequent,derivationally related form,patronize,What is the relationship between 'frequent' and 'patronize'?,'frequent' [verb group] 'patronize',['verb group'],derivationally related form,"['False. Reason: The word ""frequent"" means to visit a place often or habitually, while ""patronize"" means to be a customer of or support. There is no direct relationship between the two words in terms of their meaning or usage.']",['false'],['derivationally related form']
sell,synset domain topic of,commerce,What is the relationship between 'sell' and 'commerce'?,'sell' [hypernym] 'commerce',['hypernym'],synset domain topic of,"[""True. Reason: 'Sell' is a verb describing the action of exchanging goods or services for money, while 'commerce' refers to the activity of buying and selling goods and services. The relationship between 'sell' and 'commerce' exists as 'sell' is a fundamental aspect of 'commerce'.""]",['true'],"['hypernym', 'verb group', 'derivationally related form']"
slave,hypernym,person,What is the relationship between 'slave' and 'person'?,"1. 'slave' [hyponym] 'person'; 
2. 'slave' [instance hyponym] 'person'; 
3. 'slave' [member holonym] 'person'; 
4. 'slave' [similar to] 'person'; 
5. 'slave' [hypernym] 'person'.","['hyponym', 'instance hyponym', 'member holonym', 'similar to', 'hypernym']",hypernym,"[""False. Reason: The relationship between 'slave' and 'person' is that a 'slave' is a type of 'person'."", 'True. Reason: A slave is a person who is owned by another person and is not considered a free individual.', 'False. Reason: In most contexts, the term ""slave"" refers to a person who is owned by another person and is forced to work for them without pay. Therefore, the relationship between \'slave\' and \'person\' is not a conventional relationship as slavery involves the deprivation of a person\'s rights and freedom.', 'True. Reason: A slave is a type of person who is considered the legal property of another and is forced to work for that person without pay.', 'True. Reason: A slave is a type of person who is owned by another person and is forced to work for them without pay.']","['false', 'true', 'false', 'true', 'true']","['hypernym', 'instance hyponym', 'derivationally related form']"
defacement,derivationally related form,deface,What is the relationship between 'defacement' and 'deface'?,'defacement' [hypernym] 'deface'; 'defacement' [instance hypernym] 'deface'; 'defacement' [derivationally related form] 'deface',"['hypernym', 'instance hypernym', 'derivationally related form']",derivationally related form,"[""True. Reason: 'Defacement' is the act of defacing something, so there is a relationship between 'defacement' and 'deface' where 'deface' is the action that results in 'defacement'."", ""True. Reason: 'Defacement' is the act of damaging or spoiling the appearance of something, while 'deface' is the verb form of this act, meaning to deliberately spoil the appearance of something. Therefore, there is a relationship between 'defacement' and 'deface' as the noun form and verb form of the same action."", ""True. Reason: 'Defacement' is the act of damaging or vandalizing something, while 'deface' is the verb used to describe the action of damaging or vandalizing something. Therefore, there is a relationship between 'defacement' and 'deface' where 'deface' is the action that leads to 'defacement'.""]","['true', 'true', 'true']","['hyponym', 'derivationally related form']"
grama,hypernym,grass,What is the relationship between 'grama' and 'grass'?,'grama' [hyponym] 'grass',['hyponym'],hypernym,"['This appears to be a question about the relationship between the words ""grama"" and ""grass"". In common use, \'grama\' refers to a type of grass, particularly a type of grass native to North America. Therefore, the relationship between \'grama\' and \'grass\' is True. Reason: Grama is a type of grass.']",['not found'],['hypernym']
nonresident,hypernym,person,What is the relationship between 'nonresident' and 'person'?,'nonresident' [hyponym] 'person',['hyponym'],hypernym,"['False. Reason: A ""nonresident"" is not a specific type of relationship that can exist between entities. ""Nonresident"" is typically used as an adjective to describe a person who does not live in a particular place. In a knowledge graph, the relationship between entities is usually represented by specific predicates such as ""lives_in"" or ""works_at"", but ""nonresident"" is not a typical relationship predicate in this context.']",['false'],"['instance hyponym', 'hypernym']"
item,derivationally related form,enumerate,What is the relationship between 'item' and 'enumerate'?,'item' [verb group] 'enumerate',['verb group'],derivationally related form,['This question is not clear enough to determine the relationship. Can you please provide more context or rephrase your query?'],['not found'],"['hypernym', 'verb group', 'similar to', 'synset domain topic of', 'has part', 'also see', 'derivationally related form', 'hyponym', 'instance hyponym', 'instance hypernym']"
billion,hypernym,large_integer,What is the relationship between 'billion' and 'large_integer'?,'billion' [synset domain topic of] 'large_integer',['synset domain topic of'],hypernym,"[""True. Reason: In a knowledge graph, 'billion' and 'large_integer' are related as 'billion' is a specific value representing a large integer.""]",['true'],['hypernym']
apery,hypernym,impersonation,What is the relationship between 'apery' and 'impersonation'?,'apery' [hypernym] 'impersonation',['hypernym'],hypernym,"[""I'm sorry, I do not have prior knowledge of the relationship between 'apery' and 'impersonation'.""]",['not found'],['hyponym']
astuteness,hypernym,wisdom,What is the relationship between 'astuteness' and 'wisdom'?,'astuteness' [hypernym] 'wisdom',['hypernym'],hypernym,"[""The relationship between 'astuteness' and 'wisdom' is not direct or straightforward, as astuteness refers to shrewdness or the ability to accurately assess situations, while wisdom is the ability to make sound judgments based on knowledge and experience. Therefore, the relationship between astuteness and wisdom can be considered as indirect or tangential, but not synonymous. \n\nTrue. Reason: Astuteness and wisdom are related to the ability to understand situations, but they differ in terms of their depth and application.""]",['not found'],['hypernym']
opposition,derivationally related form,pit,What is the relationship between 'opposition' and 'pit'?,'opposition' [has part] 'pit',['has part'],derivationally related form,"[""I cannot provide a definite answer without additional context as the relationship between 'opposition' and 'pit' is not clear in a general sense. Could you provide more information or rephrase the question with additional context?""]",['not found'],"['hypernym', 'similar to', 'also see']"
box,derivationally related form,packaging,What is the relationship between 'box' and 'packaging'?,1. 'box' [hypernym] 'packaging',['hypernym'],derivationally related form,"['True. Reason: A box is often used as a type of packaging to contain and protect products during storage, handling, and transportation.']",['true'],"['has part', 'part of', 'instance hyponym']"
horizontal_surface,derivationally related form,level,What is the relationship between 'horizontal_surface' and 'level'?,'horizontal_surface' [synset domain topic of] 'level'; 'horizontal_surface' [similar to] 'level'; 'horizontal_surface' [hyponym] 'level',"['synset domain topic of', 'similar to', 'hyponym']",derivationally related form,"[""True. Reason: A horizontal surface is typically level, meaning it is flat and parallel to the ground. Therefore, there exists a relationship between 'horizontal_surface' and 'level'."", ""False. Reason: Although a horizontal surface can often be associated with a level surface, the relationship between 'horizontal_surface' and 'level' is not always true. A horizontal surface could be uneven or inclined, and a level surface might not necessarily be horizontal."", 'This relationship is True. Reason: A horizontal surface is typically level, meaning it has a flat, even, or equal height across its breadth. In most cases, the terms ""horizontal surface"" and ""level"" are used synonymously to indicate a surface that is parallel to the horizon and free from any significant slopes or deviations.']","['true', 'false', 'not found']","['has part', 'synset domain topic of', 'hyponym']"
judder,hypernym,vibrate,What is the relationship between 'judder' and 'vibrate'?,'judder' [verb group] 'vibrate',['verb group'],hypernym,"[""False. Reason: The relationship between 'judder' and 'vibrate' is that both terms describe types of movement, specifically in the context of mechanical or physical motion. However, they do not have a direct relationship in a knowledge graph where one would be a subcategory or related concept of the other.""]",['false'],"['synonym', 'similar to']"
genus_amorphophallus,member meronym,devil's_tongue,What is the relationship between 'genus_amorphophallus' and 'devil's_tongue'?,1. 'genus_amorphophallus' [instance hyponym] 'devil's_tongue',['instance hyponym'],member meronym,"[""I don't have enough information to answer this question. May I ask for the source of this information?""]",['not found'],"['instance hyponym', 'hypernym', 'member meronym']"
decamp,hypernym,leave,What is the relationship between 'decamp' and 'leave'?,'decamp' [synonym] 'leave',['synonym'],hypernym,"[""True. Reason: In common sense, 'decamp' is a synonym for 'leave', indicating that the relationship between 'decamp' and 'leave' exists in terms of similarity in meaning.""]",['true'],"['synonym', 'derivationally related form', 'verb group', 'also see']"
bioweapon,hypernym,weapon_of_mass_destruction,What is the relationship between 'bioweapon' and 'weapon_of_mass_destruction'?,'bioweapon' [hyponym] 'weapon_of_mass_destruction',['hyponym'],hypernym,"[""False. Reason: A bioweapon is a type of weapon of mass destruction, so the relationship between 'bioweapon' and 'weapon_of_mass_destruction' is that a bioweapon is a subtype of a weapon of mass destruction.""]",['false'],['hypernym']
mile,hypernym,linear_unit,What is the relationship between 'mile' and 'linear_unit'?,'mile' [hypernym] 'linear_unit',['hypernym'],hypernym,"['False. Reason: A mile is a specific unit of measurement used for distance, while a linear unit is a generic term used to describe units of measurement for length or distance. A mile is a type of linear unit, but they are not directly related in a specific relationship within a knowledge graph.']",['false'],"['instance hyponym', 'hypernym', 'similar to']"
confidence,hypernym,security,What is the relationship between 'confidence' and 'security'?,'confidence' [hypernym] 'security',['hypernym'],hypernym,"['This question is open to interpretation as the relationship between ""confidence"" and ""security"" could vary depending on the context. In general, one possible relationship could be that having confidence in something or someone can lead to a sense of security. However, it is also possible that the two terms could be independent or even have conflicting relationships in certain contexts. To provide a more accurate response, it would be helpful to have additional contextual information.']",['not found'],"['hyponym', 'similar to', 'also see', 'derivationally related form']"
salad_green,hypernym,greens,What is the relationship between 'salad_green' and 'greens'?,'salad_green' [has part] 'greens',['has part'],hypernym,"[""False. Reason: Although both 'salad_green' and 'greens' are related to vegetables, there is no specific relationship between 'salad_green' and 'greens' in terms of a well-defined relationship in a knowledge graph.""]",['false'],"['hyponym', 'hyponym']"
